name,price,psf,address,description,bedroom,bathroom,carpark
"Taman Nusa Sentral, Iskandar Puteri (Nusajaya)","RM 950,000",(RM 274.49 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","Cluster House | Intermediate  •  Built-up : 3,461 sq. ft.  •  Unfurnished",6,6,
"Impian Senibong Apartment, Bandar Baru Permas Jaya, Permas Jaya","RM 228,000",(RM 258.21 per sq. ft.),"Permas Jaya, Johor",Apartment | Intermediate  •  Built-up : 883 sq. ft.  •  Unfurnished,3,2,1
"Impian Senibong Apartment, Bandar Baru Permas Jaya, Permas Jaya","RM 228,000",(RM 258.21 per sq. ft.),"Permas Jaya, Johor",Apartment | Intermediate  •  Built-up : 883 sq. ft.  •  Unfurnished,3,2,1
"Taman Mutiara Mas, Skudai","RM 935,000",(RM 449.52 per sq. ft.),"Skudai, Johor","Cluster House | Intermediate  •  Built-up : 2,080 sq. ft.  •  Partly furnished",5,5,
"FUL LOAN Tun Aminah, Bumi Lot, Skudai","RM 295,000",(RM 282.57 per sq. ft.),"Skudai, Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,044 sq. ft.  •  Unfurnished",2,2,
"Taman NusaBestari 2 Single Storey Terrace, Iskandar Puteri (Nusajaya)","RM 460,000",(RM 328.57 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Partly furnished",3,2,
"R&F Princess Cove, Johor Bahru","RM 544,018",(RM 1000.03 per sq. ft.),"Johor Bahru, Johor",Serviced Residence  •  Built-up : 544 sq. ft.  •  Partly furnished,1,1,1
"R&F Princess Cove, Johor Bahru","RM 902,360",(RM 840.19 per sq. ft.),"Johor Bahru, Johor","Serviced Residence  •  Built-up : 1,074 sq. ft.  •  Partly furnished",3,2,1
"AmberSide @ Country Garden Danga Bay, Johor Bahru","RM 850,000",(RM 700.74 per sq. ft.),"Johor Bahru, Johor","Condominium  •  Built-up : 1,213 sq. ft.  •  Partly furnished",3,3,1
"Horizon Hills The Green , Iskandar Puteri (Nusajaya)","RM 1,200,000",(RM 434.47 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 2,762 sq. ft.  •  Unfurnished",4+1,5,3
"Nusa Duta, Johor Bahru","RM 1,900,000",(RM 503.58 per sq. ft.),"Johor Bahru, Johor","Semi-detached House | Intermediate  •  Built-up : 3,773 sq. ft.  •  Partly furnished",5+1,6,
"The Cove Horizon Hills, Bukit Indah , Horizon Hills","RM 1,808,000",(RM 565 per sq. ft.),"Horizon Hills, Johor","Semi-detached House  •  Built-up : 3,200 sq. ft.  •  Unfurnished",5+1,6,
"AmberSide @ Country Garden Danga Bay, Johor Bahru","RM 850,000",(RM 687.15 per sq. ft.),"Johor Bahru, Johor","Condominium | Intermediate  •  Built-up : 1,237 sq. ft.  •  Partly furnished",3,2,1
"R&F Princess Cove, Johor Bahru","RM 872,648",(RM 738.91 per sq. ft.),"Johor Bahru, Johor","Serviced Residence  •  Built-up : 1,181 sq. ft.  •  Partly furnished",3,2,1
"Taman Sri Pagoh, Pagoh","RM 90,000",(RM 81.82 per sq. ft.),"Pagoh, Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,100 sq. ft.  •  Unfurnished",2,1,2
"Sutera One@ Sutera Utama, Skudai","RM 1,500,000",(RM 333.33 per sq. ft.),"Skudai, Johor","Cluster House  •  Built-up : 4,500 sq. ft.",6,7,
"Jalan Indah 26, Taman Bukit Indah, Iskandar Puteri, Iskandar Puteri (Nusajaya)","RM 1,200,000",(RM 727.27 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House  •  Built-up : 1,650 sq. ft.",4,4,2
"Jalan Nila, Taman Pelangi, Johor Bahru","RM 560,000",(RM 318.18 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House  •  Built-up : 1,760 sq. ft.",4,2,1
"Taman Cendana, Pasir Gudang","RM 78,000",(RM 150.87 per sq. ft.),"Pasir Gudang, Johor",Flat | Intermediate  •  Built-up : 517 sq. ft.  •  Unfurnished,2,1,2
"Desa Tebrau, Tebrau","RM 650,000",(RM 454.86 per sq. ft.),"Tebrau, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,429 sq. ft.  •  Unfurnished",4+1,3,
"FUL LOAN Rini Home 2 , Mutiara Rini, Skudai","RM 900,000",(RM 308.43 per sq. ft.),"Skudai, Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 2,918 sq. ft.  •  Unfurnished",4,5,
"Megah Ria/Masai/Seri Alam/Permas Jaya/Pasir Gudang, Masai","RM 248,000",(RM 376.9 per sq. ft.),"Masai, Johor",2-sty Terrace/Link House | End lot  •  Built-up : 658 sq. ft.  •  Partly furnished,2,1,1
"Jalan Tasek/Seri Alam/Masai/Permas Jaya/Johor Jaya, Pasir Gudang","RM 133,000",(RM 202.44 per sq. ft.),"Pasir Gudang, Johor",2-sty Terrace/Link House  •  Built-up : 657 sq. ft.  •  Partly furnished,2,2,1
"Taman Nusa Bestari 2, Skudai","RM 538,000",(RM 269 per sq. ft.),"Skudai, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Partly furnished",4,3,2
"Taman Desa Rakyat Perdana, Taman Desa Rakyat Perdana, Pasir Gudang","RM 95,000",(RM 133.8 per sq. ft.),"Pasir Gudang, Johor",Flat | Intermediate  •  Built-up : 710 sq. ft.  •  Unfurnished,3,2,3
"Sky Gardens Residences, Setia Tropika, Tampoi","RM 378,000",(RM 346.15 per sq. ft.),"Tampoi, Johor","Serviced Residence | Intermediate  •  Built-up : 1,092 sq. ft.  •  Partly furnished",4,3,1
"Taman Mount Austin, Johor Bahru","RM 1,300,000",(RM 361.11 per sq. ft.),"Johor Bahru, Johor","Semi-detached House  •  Built-up : 3,600 sq. ft.",5,5,
"Taman Sierra Perdana, Masai","RM 880,000",(RM 400.73 per sq. ft.),"Masai, Johor","Cluster House  •  Built-up : 2,196 sq. ft.  •  Unfurnished",4,4,
"Country Garden Central Park, Johor Bahru","RM 601,817",(RM 368.99 per sq. ft.),"Johor Bahru, Johor","Serviced Residence | Intermediate  •  Built-up : 1,631 sq. ft.  •  Partly furnished",4+1,3,1
"Taman Daya, Johor Bahru","RM 538,000",(RM 448.33 per sq. ft.),"Johor Bahru, Johor","1-sty Terrace/Link House | End lot  •  Built-up : 1,200 sq. ft.  •  Unfurnished",3,2,
"Kempas Utama Nice 2 and Half Storey Terrace House, Setia Tropika","RM 738,000",(RM 218.41 per sq. ft.),"Setia Tropika, Johor","2.5-sty Terrace/Link House | Intermediate  •  Built-up : 3,379 sq. ft.  •  Partly furnished",5+1,4,2
"Taman Universiti, Skudai","RM 263,000",(RM 375.71 per sq. ft.),"Skudai, Johor",1-sty Terrace/Link House | Intermediate  •  Built-up : 700 sq. ft.  •  Unfurnished,2,1,
"Centro, Bandar Johor Bahru, Johor Bahru","RM 430,000",(RM 532.84 per sq. ft.),"Johor Bahru, Johor",Serviced Residence | Intermediate  •  Built-up : 807 sq. ft.  •  Partly furnished,3,2,1
"Taman Rinting, Johor Bahru","RM 226,000",(RM 402.85 per sq. ft.),"Johor Bahru, Johor",2-sty Terrace/Link House | Intermediate  •  Built-up : 561 sq. ft.  •  Unfurnished,2,1,
"Taman Sri Tebrau, Johor Bahru","RM 430,000",(RM 279.22 per sq. ft.),"Johor Bahru, Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,540 sq. ft.  •  Unfurnished",3,2,
"R&F Princess Cove, Johor Bahru","RM 1,038,500",(RM 791.54 per sq. ft.),"Johor Bahru, Johor","Serviced Residence  •  Built-up : 1,312 sq. ft.",4,2,1
"Mawar Saga Kulai Bandar Indahpura, Johor Bahru","RM 199,000",(RM 258.44 per sq. ft.),"Johor Bahru, Johor",2-sty Terrace/Link House | Intermediate  •  Built-up : 770 sq. ft.,3,2,
"Taman Tan Sri Yaacob, Taman Tan Sri Yaacob, Skudai","RM 95,000",(RM 146.15 per sq. ft.),"Skudai, Johor",Flat | Intermediate  •  Built-up : 650 sq. ft.  •  Unfurnished,3,2,
"Taman Bukit Indah,Horizon Hills,Nusa Bestari, Iskandar Puteri (Nusajaya)","RM 650,000",(RM 361.11 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,800 sq. ft.  •  Partly furnished",4,3,2
"bandar dato onn, Johor Bahru","RM 940,000",(RM 293.75 per sq. ft.),"Johor Bahru, Johor","Semi-detached House | Intermediate  •  Built-up : 3,200 sq. ft.",5,5,
"Taman Sutera Utama Double Storey Cluster Corner, Skudai","RM 999,000",(RM 449.59 per sq. ft.),"Skudai, Johor","Cluster House | Corner lot  •  Built-up : 2,222 sq. ft.  •  Fully furnished",4,5,
"Mount Austin, Johor Bahru","RM 1,800,000",(RM 375 per sq. ft.),"Johor Bahru, Johor","Cluster House | Intermediate  •  Built-up : 4,800 sq. ft.  •  Partly furnished",5+1,6,6
"Austin Heights, Johor Bahru, Johor Bahru","RM 1,750,000",(RM 500 per sq. ft.),"Johor Bahru, Johor","Semi-detached House | End lot  •  Built-up : 3,500 sq. ft.  •  Partly furnished",4+1,5,3
"Adda Heights Mount Austin Tebrau Setia Tropika, Johor Bahru","RM 1,400,000",(RM 485.77 per sq. ft.),"Johor Bahru, Johor","Cluster House | Corner lot  •  Built-up : 2,882 sq. ft.  •  Partly furnished",5,5,
"Desa Tebrau  near IKEA, Johor Bahru","RM 700,000",(RM 364.58 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,920 sq. ft.  •  Partly furnished",4,3,4
Johor Bahru,"RM 680,000",(RM 345.35 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,969 sq. ft.  •  Unfurnished",4,3,2
"Bandar Dato Onn, Johor Bahru","RM 658,000",(RM 270.23 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House  •  Built-up : 2,435 sq. ft.",4,4,2
"Taman Desa Terbau, Johor Bahru","RM 1,180,000",(RM 462.93 per sq. ft.),"Johor Bahru, Johor","Cluster House  •  Built-up : 2,549 sq. ft.",4,3,
"Setia Tropika, Johor Bahru","RM 588,000",(RM 420 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Partly furnished",4,3,2
"Bandar Dato Onn, Johor Bahru","RM 818,000",(RM 418.84 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 1,953 sq. ft.  •  Unfurnished",4,4,2
"Taman Desa Baiduri, Kulai","RM 1,150,000",(RM 359.38 per sq. ft.),"Kulai, Johor","Semi-detached House  •  Built-up : 3,200 sq. ft.",4,4,
"johor, Skudai","RM 960,000",(RM 312.4 per sq. ft.),"Skudai, Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 3,073 sq. ft.  •  Fully furnished",4,4,2
"nusa sentral, Gelang Patah","RM 660,000",(RM 428.57 per sq. ft.),"Gelang Patah, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,540 sq. ft.  •  Partly furnished",4,3,5
"Teega Suites, Puteri Harbour, Iskandar Puteri (Nusajaya)","RM 330,000",(RM 680.41 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor",Serviced Residence | Intermediate  •  Built-up : 485 sq. ft.  •  Fully furnished,Studio,1,1
"Taman Universiti, Skudai","RM 1,280,000",(RM 202.34 per sq. ft.),"Skudai, Johor","Semi-detached House | Corner lot  •  Built-up : 6,326 sq. ft.  •  Partly furnished",4+1,4,4
"Taman Sutera, Johor Bahru","RM 748,000",(RM 267.14 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House  •  Built-up : 2,800 sq. ft.",4,3,
"Taman Pasir Putih @Jalan Sembilang 6, Pasir Gudang","RM 375,000",(RM 288.46 per sq. ft.),"Pasir Gudang, Johor","1-sty Terrace/Link House | End lot  •  Built-up : 1,300 sq. ft.",3,2,
"The Astaka @ 1 Bukit Senyum, Johor Bahru","RM 1,980,000",(RM 893.1 per sq. ft.),"Johor Bahru, Johor","Condominium | Intermediate  •  Built-up : 2,217 sq. ft.  •  Unfurnished",3+1,4,2
"The Sky Executive Suites, Taman Bukit Indah, Iskandar Puteri (Nusajaya)","RM 385,000",(RM 518.17 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor",Serviced Residence  •  Built-up : 743 sq. ft.  •  Fully furnished,2,2,1
"The Green Horizon Hills, Horizon Hills","RM 1,190,000",(RM 354.17 per sq. ft.),"Horizon Hills, Johor","Cluster House | Intermediate  •  Built-up : 3,360 sq. ft.  •  Partly furnished",4+1,4,
Senibong,"RM 3,600,000",(RM 701.21 per sq. ft.),"Senibong, Johor","Bungalow  •  Built-up : 5,134 sq. ft.",6,6,
"Taman Bukit Kempas, Johor Bahru","RM 508,000",(RM 390.77 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,300 sq. ft.  •  Partly furnished",4,2,2
"Eco Botanic Aldingham, Iskandar Puteri (Nusajaya)","RM 1,160,000",(RM 449.61 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","Cluster House | Intermediate  •  Built-up : 2,580 sq. ft.  •  Partly furnished",4+1,4,2
"Horizon Hills, The Hills, Horizon Hills","RM 928,000",(RM 290 per sq. ft.),"Horizon Hills, Johor","Cluster House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Unfurnished",4+1,5,2
"Taman Kolam Air, Johor Bahru","RM 750,000",(RM 535.71 per sq. ft.),"Johor Bahru, Johor","Bungalow  •  Built-up : 1,400 sq. ft.",3,2,
"Taman Kolam Air, Johor Bahru","RM 950,000",(RM 527.78 per sq. ft.),"Johor Bahru, Johor","Bungalow  •  Built-up : 1,800 sq. ft.",3,2,
"Taman Pelangi Indah, Johor Bahru","RM 540,000",(RM 300 per sq. ft.),"Johor Bahru, Johor","1.5-sty Terrace/Link House  •  Built-up : 1,800 sq. ft.  •  Partly furnished",3,2,
"Taman Pelangi Indah, Johor Bahru","RM 535,000",(RM 368.97 per sq. ft.),"Johor Bahru, Johor","1-sty Terrace/Link House  •  Built-up : 1,450 sq. ft.  •  Partly furnished",3,2,
"Taman Timur, Skudai","RM 360,000",(RM 333.33 per sq. ft.),"Skudai, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,080 sq. ft.  •  Unfurnished",3,2,
"Bora Residences, Johor Bahru","RM 500,000",(RM 459.56 per sq. ft.),"Johor Bahru, Johor","Condominium  •  Built-up : 1,088 sq. ft.  •  Partly furnished",2,2,1
"Setia Tropika SuperLink , Setia Tropika","RM 790,000",(RM 331.1 per sq. ft.),"Setia Tropika, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,386 sq. ft.  •  Partly furnished",4+1,5,
"Permas Jaya, Masai, Permas Jaya","RM 598,000",(RM 362.42 per sq. ft.),"Permas Jaya, Johor","1-sty Terrace/Link House | Corner lot  •  Built-up : 1,650 sq. ft.  •  Partly furnished",3,2,
"Horizon hills, Iskandar Puteri (Nusajaya)","RM 768,000",(RM 349.09 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Unfurnished",5,4,2
"Adda Heights, Maple Red, Johor Bahru, Johor Bahru","RM 1,100,000",(RM 404.11 per sq. ft.),"Johor Bahru, Johor","Cluster House  •  Built-up : 2,722 sq. ft.  •  Fully furnished",4,3,
"Taman Molek Ponderosa Vista Unblock View, Johor Bahru","RM 1,800,000",(RM 526.32 per sq. ft.),"Johor Bahru, Johor","Semi-detached House | Corner lot  •  Built-up : 3,420 sq. ft.",5,5,
"Mount Austin, Johor Bahru","RM 1,200,000",(RM 363.64 per sq. ft.),"Johor Bahru, Johor","Bungalow  •  Built-up : 3,300 sq. ft.  •  Partly furnished",5,5,
"Danga Sutera, Johor Bahru","RM 793,000",(RM 366.11 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House  •  Built-up : 2,166 sq. ft.",4,4,
"horizon hills, Iskandar Puteri (Nusajaya)","RM 1,370,000",(RM 435.75 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","Cluster House  •  Built-up : 3,144 sq. ft.",4+1,5,
"Danga Sutera, Skudai","RM 1,440,000",(RM 454.69 per sq. ft.),"Skudai, Johor","Semi-detached House  •  Built-up : 3,167 sq. ft.",4+1,6,
"Damai Jaya Tun Aminah Skudai Iskandar Puteri, Johor Bahru","RM 435,000",(RM 290 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 1,500 sq. ft.  •  Partly furnished",3,2,
"Taman Larkin Idaman Plot C, Johor Bahru","RM 225,000",(RM 261.32 per sq. ft.),"Johor Bahru, Johor",Apartment | Intermediate  •  Built-up : 861 sq. ft.  •  Unfurnished,3,2,1
"Skudai baru, Skudai","RM 710,000",(RM 236.67 per sq. ft.),"Skudai, Johor","2.5-sty Terrace/Link House | Corner lot  •  Built-up : 3,000 sq. ft.  •  Fully furnished",5,5,4
"Taman Desa Tebrau, Mount Austin, Johor Bahru","RM 3,600,000",(RM 656.34 per sq. ft.),"Johor Bahru, Johor","Bungalow | Intermediate  •  Built-up : 5,485 sq. ft.  •  Fully furnished",6,6,
"FUL LOAN Taman Mewah, Kulai, Kulai","RM 360,000",(RM 233.77 per sq. ft.),"Kulai, Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,540 sq. ft.  •  Unfurnished",3,2,
"Taman Johor Jaya, Johor Bahru","RM 320,000",(RM 308.88 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,036 sq. ft.  •  Partly furnished",3,2,
"Johor Bahru , Johor Bahru","RM 1,250,000",(RM 277.78 per sq. ft.),"Johor Bahru, Johor","Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.",5,3,
"East Ledang, Iskandar Puteri (Nusajaya)","RM 1,550,000",(RM 407.89 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","Semi-detached House  •  Built-up : 3,800 sq. ft.",4+1,5,
"Taman Desa Tebrau, Mount Austin, Johor Bahru","RM 2,350,000",(RM 457.38 per sq. ft.),"Johor Bahru, Johor","Bungalow | Intermediate  •  Built-up : 5,138 sq. ft.  •  Unfurnished",6,6,
"Taman Horizon Hills, Iskandar Puteri, Horizon Hills","RM 1,180,000",(RM 368.75 per sq. ft.),"Horizon Hills, Johor","Cluster House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Fully furnished",5,5,2
"Sitrin Bandar Seri Alam , Masai","RM 520,000",(RM 301.27 per sq. ft.),"Masai, Johor","2-sty Terrace/Link House | End lot  •  Built-up : 1,726 sq. ft.  •  Partly furnished",4,3,2
"Seri Austin Setia Indah Austin Duta , Setia Indah","RM 899,000",(RM 415.05 per sq. ft.),"Setia Indah, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,166 sq. ft.  •  Partly furnished",4,4,2
"Leisure Farm, Gelang Patah","RM 13,000,000",(RM 949.67 per sq. ft.),"Gelang Patah, Johor","Bungalow | Intermediate  •  Built-up : 13,689 sq. ft.  •  Partly furnished",7,8,5
"Taman Ehsan Jaya, Taman Ehsan Jaya, Ulu Tiram","RM 158,000",(RM 198.49 per sq. ft.),"Ulu Tiram, Johor",Apartment | Intermediate  •  Built-up : 796 sq. ft.  •  Partly furnished,3,2,1
"Jalan Austin Duta 1 , Johor Bahru","RM 1,000,000",(RM 451.67 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House  •  Built-up : 2,214 sq. ft.",4,4,10
"Lake View Suites, Taman Austin Perdana, Tebrau","RM 328,000",(RM 407.45 per sq. ft.),"Tebrau, Johor",Apartment | Intermediate  •  Built-up : 805 sq. ft.  •  Fully furnished,3,2,1
"Imperial Jade,Seri Alam,Maya Height,Citrine, Masai","RM 535,000",(RM 314.71 per sq. ft.),"Masai, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,700 sq. ft.  •  Partly furnished",4,3,2
"TAMAN GAYA, Ulu Tiram","RM 620,000",(RM 516.67 per sq. ft.),"Ulu Tiram, Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,200 sq. ft.",3,2,2
"Pinnacle Tower, Johor Bahru","RM 680,000",(RM 514.37 per sq. ft.),"Johor Bahru, Johor","Serviced Residence | Corner lot  •  Built-up : 1,322 sq. ft.  •  Fully furnished",3+1,2,1
"Austin Duta, Johor Bahru","RM 1,000,000",(RM 451.67 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 2,214 sq. ft.  •  Partly furnished",4+1,4,
"Eco Botanic Grassten, Iskandar Puteri (Nusajaya)","RM 1,150,000",(RM 425.93 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","3-sty Terrace/Link House | Intermediate  •  Built-up : 2,700 sq. ft.  •  Unfurnished",4+1,4,2
"BUKIT INDAH, Iskandar Puteri (Nusajaya)","RM 470,000",(RM 427.27 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,100 sq. ft.",3,2,2
"Horizon hills, Iskandar Puteri (Nusajaya)","RM 1,200,000",(RM 434.47 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House  •  Built-up : 2,762 sq. ft.",4+1,5,
"Taman Sentosa, Johor Bahru","RM 589,000",(RM 420.71 per sq. ft.),"Johor Bahru, Johor","1-sty Terrace/Link House  •  Built-up : 1,400 sq. ft.",3,2,2
"Bukit Indah, Nusajaya, Iskandar Puteri (Nusajaya)","RM 538,000",(RM 336.25 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,600 sq. ft.  •  Partly furnished",3,3,2
"Taman Bukit Indah, Iskandar Puteri (Nusajaya)","RM 850,000",(RM 354.17 per sq. ft.),"Iskandar Puteri (Nusajaya), Johor","2-sty Terrace/Link House | Corner lot  •  Built-up : 2,400 sq. ft.  •  Partly furnished",5,4,2
"LA GARDEN JP PERDANA, Johor Bahru","RM 575,000",(RM 302.63 per sq. ft.),"Johor Bahru, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,900 sq. ft.",4,3,2
"Bandar Pulai Jaya LA Garden Kangkar Pulai Skudai, Skudai","RM 530,000",(RM 452.99 per sq. ft.),"Skudai, Johor","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,170 sq. ft.",4,3,
"Taman Gembira, Johor Bahru","RM 375,000",(RM 243.51 per sq. ft.),"Johor Bahru, Johor","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,540 sq. ft.  •  Partly furnished",3,2,2
"Taman Desa Kempas, Taman Desa Kempas, Tampoi","RM 238,000",(RM 254.27 per sq. ft.),"Tampoi, Johor",Apartment  •  Built-up : 936 sq. ft.  •  Unfurnished,3,2,
